num_expediente,fecha,wikidata_fecha,hora,localizacion,numero,cod_distrito,distrito,wikidata_distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,wikidata_tipo_vehiculo,tipo_persona,wikidata_tipo_persona,rango_edad,sexo,wikidata_sexo,cod_lesividad,lesividad,longitud,latitud,positiva_alcohol,positiva_droga
2024S015770,"May 8, 2024",https://wikidata.org/entity/Q69307162,12:25:00,CALL. MANUEL LUNA / CALL. LERIDA,19,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70053261165,40.45467228019366,false,false
2024S015844,"May 9, 2024",https://wikidata.org/entity/Q69307163,11:15:00,"GTA. VALLE DE ORO, 3",3,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.73112788247,40.388509711019196,false,false
2024S015892,"May 9, 2024",https://wikidata.org/entity/Q69307163,19:40:00,CALL. ARROYO DEL OLIVAR / CALL. PEDRO ESCUDERO,40,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.65500848643,40.38895693227781,false,false
2024S015963,"May 10, 2024",https://wikidata.org/entity/Q69307164,16:00:00,CALL. COSTA RICA / AUTOV. M-30,29,5,Chamartín,,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66659301594,40.45968378524178,false,false
2024S015969,"May 10, 2024",https://wikidata.org/entity/Q69307164,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,Hortaleza,https://wikidata.org/entity/Q1928529,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65404617631,40.47696260812661,false,false
2024S015969,"May 10, 2024",https://wikidata.org/entity/Q69307164,17:41:00,CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES,1,16,Hortaleza,https://wikidata.org/entity/Q1928529,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),,pedestrian,https://wikidata.org/entity/Q221488,Menor de 5 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65404617631,40.47696260812661,false,false
2024S015983,"May 10, 2024",https://wikidata.org/entity/Q69307164,19:27:00,"PASEO. CASTELLANA, 126",126,5,Chamartín,,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.69045778244,40.449759934801946,false,false
2024S016072,"May 11, 2024",https://wikidata.org/entity/Q69307165,13:50:00,CALL. ANTRACITA / CALL. BRONCE,14A,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 70 a 74 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.68785527742,40.391099561650265,false,false
2024S016074,"May 11, 2024",https://wikidata.org/entity/Q69307165,13:50:00,CASA DE CAMPO,0,10,Latina,https://wikidata.org/entity/Q794954,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,Desconocido,stranger,https://wikidata.org/entity/Q13197964,7,Asistencia sanitaria sólo en el lugar del accidente,-3.74491367288,40.417448885442006,false,false
2024S016074,"May 11, 2024",https://wikidata.org/entity/Q69307165,13:50:00,CASA DE CAMPO,0,10,Latina,https://wikidata.org/entity/Q794954,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.74491367288,40.417448885442006,false,false
2024S016097,"May 11, 2024",https://wikidata.org/entity/Q69307165,22:40:00,"CALL. INFANTA MARIA TERESA, 2",2,5,Chamartín,,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),,pedestrian,https://wikidata.org/entity/Q221488,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68283746731,40.45420158947177,false,false
2024S016169,"May 11, 2024",https://wikidata.org/entity/Q69307165,13:30:00,AVDA. ANDES / AUTOV. M-40,31,16,Hortaleza,https://wikidata.org/entity/Q1928529,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 65 a 69 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.61797251932,40.45799899450459,false,false
2024S016203,"May 12, 2024",https://wikidata.org/entity/Q69307166,22:30:00,GTA. MARQUES DE VADILLO / PSRL. SUR DEL PUENTE DE TOLEDO,1,11,Carabanchel,https://wikidata.org/entity/Q1001991,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,-3.71596963432,40.397901924869025,true,false
2024S016203,"May 12, 2024",https://wikidata.org/entity/Q69307166,22:30:00,GTA. MARQUES DE VADILLO / PSRL. SUR DEL PUENTE DE TOLEDO,1,11,Carabanchel,https://wikidata.org/entity/Q1001991,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),,pedestrian,https://wikidata.org/entity/Q221488,De 70 a 74 años,female,https://wikidata.org/entity/Q6581072,2,Ingreso inferior o igual a 24 horas,-3.71596963432,40.397901924869025,false,false
2024S016267,"May 13, 2024",https://wikidata.org/entity/Q69307167,16:30:00,"CALL. BRAVO MURILLO, 298",298,6,Tetuán,https://wikidata.org/entity/Q1773540,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69734646744,40.462475304275614,false,false
2024S016274,"May 13, 2024",https://wikidata.org/entity/Q69307167,18:10:00,CALL. LOPEZ DE HOYOS / CALL. OLIMPIO LOPEZ,450,16,Hortaleza,https://wikidata.org/entity/Q1928529,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65328618332,40.467930907683126,false,false
2024S016297,"May 14, 2024",https://wikidata.org/entity/Q69307168,1:15:00,PASEO LOS OLMOS CON ORTEGA Y MUNILLA,19,2,Arganzuela,https://wikidata.org/entity/Q2000929,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.710224799,40.40291936743842,false,false
2024S016348,"May 13, 2024",https://wikidata.org/entity/Q69307167,20:40:00,"CALL. RECESVINTO, 10",10,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72735931456,40.39523622793031,false,false
2024S016358,"May 14, 2024",https://wikidata.org/entity/Q69307168,20:00:00,AVDA. JUAN ANTONIO SAMARANCH / CALL. JOSE ANTONIO CODERCH,151,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión fronto-lateral,Nublado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.62157348043,40.49422279321092,false,false
2024S016410,"May 14, 2024",https://wikidata.org/entity/Q69307168,8:20:00,"CALL. JULIO CANO LASSO, 4",4,21,Barajas,https://wikidata.org/entity/Q807230,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.60518688102,40.48157109406464,false,false
2024S016422,"May 15, 2024",https://wikidata.org/entity/Q69307169,13:35:00,"PASEO. PONTONES, 20A",20A,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.7181101399,40.404167967375855,false,false
2024S016447,"May 15, 2024",https://wikidata.org/entity/Q69307169,20:45:00,"CALL. RUIZ DE ALARCON, 27",27,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión fronto-lateral,Desconocido,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.6914462304,40.41271792890276,false,false
2024S016452,"May 15, 2024",https://wikidata.org/entity/Q69307169,18:30:00,CALL. TOLEDO / CALL. COLEGIATA,35,1,Centro,https://wikidata.org/entity/Q1763376,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,Más de 74 años,female,https://wikidata.org/entity/Q6581072,2,Ingreso inferior o igual a 24 horas,-3.70749225031,40.41318842403259,false,false
2024S016534,"May 16, 2024",https://wikidata.org/entity/Q69307170,21:30:00,CALL. BRETON DE LOS HERREROS / CALL. ALONSO CANO,35,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69768732555,40.43955437268976,false,false
2024S016536,"May 16, 2024",https://wikidata.org/entity/Q69307170,21:22:00,"CALL. REYES, 11",11,1,Centro,https://wikidata.org/entity/Q1763376,Colisión frontal,Nublado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.70817489017,40.42433743388451,false,false
2024S016554,"May 17, 2024",https://wikidata.org/entity/Q69307171,0:00:00,CALL. ANTONIO DE LEYVA / GTA. MARQUES DE VADILLO,1,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71549450403,40.397544503175965,false,false
2024S016600,"May 17, 2024",https://wikidata.org/entity/Q69307171,17:25:00,"AVDA. NUESTRA SEÑORA DE VALVANERA, 153",153,10,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.74158591519,40.39347918437085,false,false
2024S016677,"May 18, 2024",https://wikidata.org/entity/Q69307172,12:00:00,"CALL. CASALARREINA, 52 ZONA TERRIZA FAROLA 11",52,19,Vicálvaro,https://wikidata.org/entity/Q589403,Atropello a animal,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.61631209685,40.4079175802418,false,false
2024S016769,"May 19, 2024",https://wikidata.org/entity/Q69307173,8:37:00,CMNO. PERALES / CALL. FITERO,17,12,Usera,https://wikidata.org/entity/Q953368,Choque contra obstáculo fijo,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.68656675121,40.37211603253347,false,false
2024S016796,"May 19, 2024",https://wikidata.org/entity/Q69307173,19:15:00,AVDA. MANZANARES / CALL. ESTEBAN DE ARTEAGA,158,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 15 a 17 años,female,https://wikidata.org/entity/Q6581072,1,Atención en urgencias sin posterior ingreso,-3.70902125302,40.39603481734627,false,false
2024S016818,"May 20, 2024",https://wikidata.org/entity/Q69307174,2:35:00,CALL. ESTRELLA POLAR / CALL. ASTROS,22,3,Retiro,https://wikidata.org/entity/Q2002296,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.66664266556,40.41098971819546,true,false
2024S016825,"May 20, 2024",https://wikidata.org/entity/Q69307174,8:00:00,"CTRA. VILLAVERDE A VALLECAS, 17",17,17,Villaverde,https://wikidata.org/entity/Q919536,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,3,Ingreso superior a 24 horas,-3.65195714499,40.366982919450884,false,false
2024S016915,"May 21, 2024",https://wikidata.org/entity/Q69307175,13:15:00,"CALL. MIOSOTIS, 73",73,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.70505011102,40.46487901076402,false,false
2024S016937,"May 21, 2024",https://wikidata.org/entity/Q69307175,18:00:00,"CALL. ALESANCO, 1",1,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Nublado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.71015688541,40.461460375274775,false,false
2024S016946,"May 21, 2024",https://wikidata.org/entity/Q69307175,19:45:00,CALL. VALDERRIBAS / CALL. NARCISO SERRA,12,3,Retiro,https://wikidata.org/entity/Q2002296,Caída,Nublado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.6784116434,40.405777086775885,false,false
2024S017158,"May 22, 2024",https://wikidata.org/entity/Q69307176,19:48:00,"PASEO. PRADO, 2",2,1,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,3,Ingreso superior a 24 horas,-3.69383053255,40.41879376113438,false,false
2024S017255,"May 23, 2024",https://wikidata.org/entity/Q69307177,8:44:00,"CALL. CLAUDIO MOYANO, 1",1,3,Retiro,https://wikidata.org/entity/Q2002296,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69084754333,40.409496265974234,false,false
2024S017260,"May 22, 2024",https://wikidata.org/entity/Q69307176,14:10:00,"CALL. ESTOCOLMO, 31A",31A,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.59985111474,40.42686914674319,false,false
2024S017497,"May 23, 2024",https://wikidata.org/entity/Q69307177,22:40:00,CALL. AYALA / CALL. VELAZQUEZ,42,4,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.68405502483,40.42772591557144,true,false
2024S017802,"May 25, 2024",https://wikidata.org/entity/Q69307179,1:50:00,"PASEO. REINA CRISTINA, 1",1,3,Retiro,https://wikidata.org/entity/Q2002296,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.68542945174,40.40633930477924,false,false
2024S017816,"May 24, 2024",https://wikidata.org/entity/Q69307178,23:10:00,CALL. NICASIO GALLEGO / CALL. FRANCISCO DE ROJAS,7,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.69968129551,40.42944321393587,false,false
2024S017935,"May 25, 2024",https://wikidata.org/entity/Q69307179,11:35:00,"PLAZA. ALCALDE MORENO TORRES, 4",4,16,Hortaleza,https://wikidata.org/entity/Q1928529,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.65594469298,40.48778061378457,false,false
2024S017993,"May 26, 2024",https://wikidata.org/entity/Q69307180,2:00:00,"CALL. MOSCATELAR, 2L",2L,16,Hortaleza,https://wikidata.org/entity/Q1928529,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65058648307,40.45709030456171,false,false
2024S017998,"May 26, 2024",https://wikidata.org/entity/Q69307180,0:44:00,CALL. OCA / AVDA. NUESTRA SEÑORA DE VALVANERA,28,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.73516065298,40.38989856712554,true,false
2024S018039,"May 26, 2024",https://wikidata.org/entity/Q69307180,12:35:00,CALL. ALCALA / CALL. RAQUEL MELLER,265,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65735793641,40.43184477378223,false,false
2024S018132,"May 27, 2024",https://wikidata.org/entity/Q69307181,15:10:00,AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL,4,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.64633225285,40.48574469388839,false,false
2024S018172,"May 27, 2024",https://wikidata.org/entity/Q69307181,23:09:00,"CALL. HUERTAS, 55",55,1,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69660170797,40.41319148906902,false,false
2024S018276,"May 29, 2024",https://wikidata.org/entity/Q69307183,10:30:00,"CMNO. PERALES, 23",23,12,Usera,https://wikidata.org/entity/Q953368,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.68636785258,40.3687658208485,false,false
2024S018307,"May 29, 2024",https://wikidata.org/entity/Q69307183,15:58:00,CALL. JULIAN CAMARILLO / SALIDA PARKING PRIVADO,12,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.62874593789,40.43452645514204,false,false
2024S018334,"May 29, 2024",https://wikidata.org/entity/Q69307183,20:45:00,CALL. GUAREÑA / CALL. LUIS CHAMIZO,22,10,Latina,https://wikidata.org/entity/Q794954,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.76513507846,40.38576715085521,false,false
2024S018352,"May 29, 2024",https://wikidata.org/entity/Q69307183,22:15:00,CALL. MARTINEZ IZQUIERDO / CALL. AMOROS,90,4,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66823918113,40.434169782093,false,false
2024S018369,"May 30, 2024",https://wikidata.org/entity/Q69307184,8:34:00,CALL. ARROYO DE POZUELO / CALL. CORONA AUSTRAL,28,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,3,Ingreso superior a 24 horas,-3.7876993847,40.45067873456792,false,false
2024S018410,"May 30, 2024",https://wikidata.org/entity/Q69307184,14:25:00,"CALL. SAN MATEO, 21",21,1,Centro,https://wikidata.org/entity/Q1763376,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69814951029,40.426101116272164,false,false
2024S018456,"May 31, 2024",https://wikidata.org/entity/Q69307185,1:10:00,CALL. CARAMUEL / CALL. PABLO SARASATE,10,10,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73028617179,40.40656919337495,false,false
2024S018482,"May 31, 2024",https://wikidata.org/entity/Q69307185,10:18:00,"CTRA. VILLAVERDE A VALLECAS, 248",248,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.64403825652,40.37028859675993,false,false
2024S018496,"May 31, 2024",https://wikidata.org/entity/Q69307185,13:36:00,AVDA. MENENDEZ PELAYO / CALL. PIO BAROJA,2,4,Salamanca,https://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67706075508,40.413271535452544,false,false
2024S018500,"May 31, 2024",https://wikidata.org/entity/Q69307185,14:00:00,CALL. ALFONSO XII / PASEO. INFANTA ISABEL,62,3,Retiro,https://wikidata.org/entity/Q2002296,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68876423258,40.40745462953476,false,false
2024S018501,"May 31, 2024",https://wikidata.org/entity/Q69307185,15:14:00,"CALL. SALVADOR ALLENDE, 34A",34A,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7579334565,40.36130985005015,false,false
2024S018507,"May 31, 2024",https://wikidata.org/entity/Q69307185,15:00:00,PASEO. DELICIAS / PLAZA. EMPERADOR CARLOS V,1,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 65 a 69 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69321502823,40.407058658961795,false,false
2024S018516,"May 31, 2024",https://wikidata.org/entity/Q69307185,14:30:00,CALL. SESEÑA / CALL. ESCALONA,58,10,Latina,https://wikidata.org/entity/Q794954,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 15 a 17 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.76687146814,40.39551246263429,false,false
2024S018516,"May 31, 2024",https://wikidata.org/entity/Q69307185,14:30:00,CALL. SESEÑA / CALL. ESCALONA,58,10,Latina,https://wikidata.org/entity/Q794954,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,De 70 a 74 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.76687146814,40.39551246263429,false,false
2024S018545,"May 31, 2024",https://wikidata.org/entity/Q69307185,20:30:00,CALL. SAN CLAUDIO / CALL. ANDALUCES,93,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 10 a 14 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.63597261194,40.38938752093364,false,false
